2456654.3104851726	9.35	0.06
2456654.3104686639	9.37	0.04
2456654.3105362966	9.56	0.04
2456654.3106039953	9.30	0.04
2456654.3106716941	9.47	0.05
2456654.3107393933	9.37	0.04
2456654.3108070255	9.39	0.04
2456654.3108747248	9.23	0.04
2456654.3109424235	9.35	0.04
2456654.3110100557	9.52	0.04
2456654.3110777549	9.46	0.04
2456654.3111454537	9.46	0.04
2456654.3112130864	9.20	0.04
2456654.3112807851	9.58	0.05
2456654.3113484839	9.40	0.04
2456654.3114161831	9.53	0.05
2456654.3114838153	9.29	0.04
2456654.3115515141	9.39	0.04
2456654.3116192133	9.54	0.05
2456654.3116868455	9.49	0.04
2456654.3117545447	9.59	0.05
2456654.3118222435	9.41	0.04
2456654.3118898757	9.39	0.04
2456654.3119575749	9.74	0.05
2456654.3120252737	9.48	0.04
2456654.3120929725	9.54	0.04
2456654.3121606051	9.55	0.05
2456654.3122283039	9.42	0.04
2456654.3122960031	9.47	0.04
2456654.3123636353	9.53	0.05
2456654.3124313341	9.61	0.05
2456654.3124990333	9.60	0.05
2456654.3125667321	9.60	0.05
2456654.3126343647	9.48	0.04
2456654.3127020635	9.39	0.04
2456654.3127697622	9.52	0.05
2456654.3128373949	9.45	0.04
2456654.3129050937	9.72	0.05
2456654.3129727929	9.79	0.05
2456654.3130404251	9.54	0.05
2456654.3131081238	9.47	0.04
2456654.3131758231	9.50	0.04
2456654.3132435218	9.47	0.04
2456654.3133111540	9.55	0.05
2456654.3133788533	9.55	0.05
2456654.3134465520	9.57	0.05
2456654.3135141847	9.45	0.04
2456654.3135818834	9.62	0.05
2456654.3136495822	9.51	0.04
2456654.3137172814	9.52	0.05
2456654.3137849136	9.61	0.05
2456654.3138526129	9.53	0.05
2456654.3139203116	9.63	0.05
2456654.3139879438	9.62	0.05
2456654.3140556430	9.63	0.05
2456654.3141233418	9.62	0.05
2456654.3141909740	9.55	0.05
2456654.3142586732	9.69	0.05
2456654.3143263720	9.70	0.05
2456654.3143940712	9.65	0.05
2456654.3144617034	9.88	0.05
2456654.3145294022	9.67	0.05
2456654.3145971014	9.47	0.04
2456654.3146647336	9.76	0.05
2456654.3147324328	9.72	0.05
2456654.3148001316	9.85	0.05
2456654.3148677638	9.57	0.05
2456654.3149354630	9.67	0.05
2456654.3150031618	9.57	0.05
2456654.3150708606	9.78	0.05
2456654.3151384932	9.67	0.05
2456654.3152061920	9.62	0.05
2456654.3152738912	9.71	0.05
2456654.3153415234	9.75	0.05
2456654.3154092222	9.51	0.04
2456654.3154769214	9.56	0.05
2456654.3155446202	9.77	0.05
2456654.3156122528	9.55	0.05
2456654.3156799516	9.54	0.05
2456654.3157476503	9.67	0.05
2456654.3158152830	9.80	0.05
2456654.3158829818	9.77	0.05
2456654.3159506805	9.64	0.05
2456654.3160183132	9.56	0.04
2456654.3160860119	9.55	0.05
2456654.3161537112	9.64	0.05
2456654.3162214099	9.45	0.04
2456654.3162890421	9.63	0.05
2456654.3163567414	9.52	0.05
2456654.3164244401	9.61	0.05
2456654.3164920728	9.24	0.04
2456654.3165597715	9.58	0.05
2456654.3166274703	9.40	0.04
2456654.3166951695	9.52	0.05
2456654.3167628017	9.57	0.05
2456654.3168305005	9.47	0.04
2456654.3168981997	9.53	0.04
2456654.3169658319	9.50	0.04
2456654.3170335311	9.43	0.04
2456654.3171012299	9.66	0.05
2456654.3171688621	9.49	0.04
2456654.3172365613	9.34	0.04
2456654.3173042601	9.31	0.04
2456654.3173719593	9.39	0.05
2456654.3174395915	9.37	0.04
2456654.3175072903	9.46	0.05
2456654.3175749895	9.57	0.05
2456654.3176426217	9.40	0.04
2456654.3177103205	9.44	0.04
